Loop #,Recipe,Lot Start Time,Lot ID,Test ID,Site #,Slot #,Dynamic Iteration#,WaferId,Field X,Field Y,Cell X,Cell Y,T2,T4,L4/Nosc0,L4/Nosc1,L4/Nosc2,L4/Nosc3,L4/Nosc4,T3,T1,NGOF,Wafer X,Wafer Y,X Location,Y Location,Static Iteration,Status
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,19,4,1,CA1413.00.04,19,19,0,0,3036.03,44088.5,29.1259,50.4434,-1.4734,610.778,-196.351,2124.3,2890.1899,0.9862,72764.9,52919.9,72764.9,52919.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,20,4,1,CA1413.00.04,20,20,0,0,3064.73,43630.3984,29.1771,49.3959,-2.2955,620.071,-202.867,2035.0601,2989.6499,0.9844,-43364.9,81731.9,-43364.9,81731.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,21,4,1,CA1413.00.04,21,21,0,0,2940.1599,45104.3008,27.3325,46.6792,-6.0082,596.892,-195.782,2302.6299,2698.4299,0.9878,-89228.9,-32486.9,-89228.9,-32486.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,22,4,1,CA1413.00.04,22,22,0,0,2891.5801,45772.5,26.7654,46.4296,-7.77,580.633,-186.965,2323.4399,2676.76,0.9875,20285.9,-95108.9,20285.9,-95108.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,23,4,1,CA1413.00.04,23,23,0,0,3092.49,45765.1016,25.9503,45.4187,-6.0343,574.473,-188.136,2142.47,2870.0701,0.9887,99224.9,6908.9,99224.9,6908.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,24,4,1,CA1413.00.04,24,24,0,0,3191.99,45595.5,25.6224,44.1553,-7.0699,572.698,-189.17,1855.62,3194.26,0.9867,7055.9,101576.9,7055.9,101576.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,25,4,1,CA1413.00.04,25,25,0,0,3194.8899,42874,28.76,48.5221,-3.8587,622.15,-205.905,1946.24,3092.8899,0.9854,-101723.9,21608.8999,-101723.9,21608.8999,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,26,4,1,CA1413.00.04,26,26,0,0,3018.28,44730.6016,27.0192,46.2172,-7.9194,595.406,-195.304,2347.4099,2652.5901,0.9877,-36308.9,-99665.8999,-36308.9,-99665.8999,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,27,4,1,CA1413.00.04,27,27,0,0,3071.1899,44485.8984,27.3992,46.7528,-5.6039,594.976,-194.701,2137.3301,2876.98,0.9854,95549.8999,-50861.9,95549.8999,-50861.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,28,4,1,CA1413.00.04,28,28,0,0,3291.24,43660,26.9052,46.0428,-5.3685,595.444,-197.818,1732.34,3334.8701,0.9834,64826.9,89228.9,64826.9,89228.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,29,4,1,CA1413.00.04,29,29,0,0,3302.5701,43805.3984,26.6788,45.4451,-7.4903,597.971,-199.655,1605.15,3475.1299,0.9834,-80702.9,78056.9,-80702.9,78056.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,30,4,1,CA1413.00.04,30,30,0,0,3085.29,43560.5,27.4262,46.8213,-9.0389,609.245,-201.256,2293.73,2708.46,0.9881,-90110.9,-70412.8999,-90110.9,-70412.8999,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,31,4,1,CA1413.00.04,31,31,0,0,3066.5901,44800.5,26.3857,45.3964,-7.4557,582.288,-190.773,2194.0601,2815.5,0.9875,58064.9,-100694.9,58064.9,-100694.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,32,4,1,CA1413.00.04,32,32,0,0,3223.3701,41534.8984,30.0854,50.0732,-1.4864,644.069,-214.763,1748,3317.05,0.978,109514.9,44246.8999,109514.9,44246.8999,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,33,4,1,CA1413.00.04,33,33,0,0,3274.54,45160.5,25.1386,43.7023,-8.6165,567.673,-187.67,1581.4,3500,0.9844,-29105.9,116423.9,-29105.9,116423.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,34,4,1,CA1413.00.04,34,34,0,0,3154.1399,43457.3008,26.8368,45.7335,-7.897,599.723,-199.418,1804.16,3252.05,0.9866,-121274.9,-12788.9,-121274.9,-12788.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,35,4,1,CA1413.00.04,35,35,0,0,3009.98,44140.1016,27.0619,46.1449,-8.7601,596.838,-195.713,1964.9301,3067.03,0.9861,-4262.9,-123626.9,-4262.9,-123626.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,36,4,1,CA1413.00.04,36,36,0,0,3055.73,43885.6016,27.3633,46.6091,-8.0106,603.203,-198.51,1751.41,3309.24,0.9861,123626.9,-21755.9,123626.9,-21755.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,37,4,1,CA1413.00.04,37,37,0,0,3140.01,42797.6992,28.2449,48.3708,-6.6666,610.16,-198.619,1626.9399,3451.45,0.9794,39395.9,121127.9,39395.9,121127.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,38,4,1,CA1413.00.04,38,38,0,0,3131.3799,43016.1016,27.0363,46.176,-10.8486,607.967,-201.745,1579.39,3500,0.9841,-115982.9,56594.9,-115982.9,56594.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,39,4,1,CA1413.00.04,39,39,0,0,2845.8101,42696.3984,28.9011,47.4723,-10.1492,634.31,-209.805,2179.8899,2825.9199,0.9831,-73205.9,-108485.9,-73205.9,-108485.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,40,4,1,CA1413.00.04,40,40,0,0,2807.6899,44399.8008,27.8928,46.7298,-9.3211,600.338,-193.581,2135.1201,2874.46,0.9797,98489.9,-88640.9,98489.9,-88640.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,41,4,1,CA1413.00.04,41,41,0,0,2996.74,42753.8984,27.9587,47.3798,-9.8512,612.298,-200.189,1619.11,3456.8701,0.9814,102752.9,86288.9,102752.9,86288.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,42,4,1,CA1413.00.04,42,42,0,0,2980.96,43391.1992,27.436,45.8596,-9.3317,607.051,-200.579,1576.85,3500,0.9841,-72029.9,115247.9,-72029.9,115247.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,43,4,1,CA1413.00.04,43,43,0,0,2762.8101,41992.3008,30.2675,48.9372,-8.5237,649.171,-213.29,2199,2804.52,0.978,-125684.9,-55859.9,-125684.9,-55859.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,44,4,1,CA1413.00.04,44,44,0,0,2762.4299,45636.6016,26.4085,45.0658,-10.9872,576.467,-184.898,2232.79,2768.23,0.9842,38366.9,-133769.9,38366.9,-133769.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,45,4,1,CA1413.00.04,45,45,0,0,2906.3,42148.8984,29.6983,48.7097,-10.0418,649.716,-215.617,1618.72,3449.79,0.9821,139355.9,19550.9,139355.9,19550.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,46,4,1,CA1413.00.04,46,46,0,0,2836.5601,44981.5,25.6827,43.1947,-12.148,576.645,-189.042,2954.0901,2089.04,0.9801,0,142295.9,0,142295.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,47,4,1,CA1413.00.04,47,47,0,0,2917.5901,43560.6016,25.8973,44.6473,-12.4561,585.001,-191.798,2076.95,2940.04,0.9857,-142442.9,19991.9,-142442.9,19991.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,48,4,1,CA1413.00.04,48,48,0,0,2825.49,42804.1016,27.3985,46.0793,-13.4962,617.605,-204.496,2468.71,2531.26,0.9859,-40130.8999,-139796.9,-40130.8999,-139796.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,49,4,1,CA1413.00.04,49,49,0,0,2799.8,42024,27.5191,45.6548,-13.7079,625.572,-209.386,2355.25,2643.47,0.9869,134357.9,-59828.9,134357.9,-59828.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,1,7,1,CA1413.00.07,1,1,0,0,2520.3301,45776.6016,30.1981,48.7579,3.6288,618.831,-201.831,2425.98,2572.05,0.9668,0,0,0,0,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,2,7,1,CA1413.00.07,2,2,0,0,2578.8899,44936.8984,28.9362,46.5624,-4.2736,614.515,-201.534,2480.3899,2519.24,0.9733,2939.9,21020.9,2939.9,21020.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,3,7,1,CA1413.00.07,3,3,0,0,2504.27,43766.8008,29.6567,46.5031,-3.075,638.089,-214.623,2458.5701,2539.52,0.9697,-28811.9,8231.9,-28811.9,8231.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,4,7,1,CA1413.00.07,4,4,0,0,2462.78,43848.1992,28.9091,44.999,-5.4677,635.358,-215.706,2455.46,2542.1299,0.9648,-14993.9,-33515.9,-14993.9,-33515.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,5,7,1,CA1413.00.07,5,5,0,0,2567,42580.5,30.1347,46.6106,-5.9254,654.283,-221.212,2427.8899,2570.29,0.9742,36014.9,-22490.9,36014.9,-22490.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,6,7,1,CA1413.00.07,6,6,0,0,2656.8101,42987.3008,29.5499,46.6386,-8.4642,639.491,-212.405,2409.1399,2589,0.9787,30428.9,36308.9,30428.9,36308.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,7,7,1,CA1413.00.07,7,7,0,0,2563.6499,43974.1016,28.6389,45.2965,-7.2191,624.499,-208.566,2466.2,2532.79,0.9736,-34838.9,38660.9,-34838.9,38660.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,8,7,1,CA1413.00.07,8,8,0,0,2446.6699,43486.5,28.9771,44.9469,-6.1312,638.167,-216.932,2458.25,2539.72,0.9666,-46598.9,-31457.9,-46598.9,-31457.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,9,7,1,CA1413.00.07,9,9,0,0,2563.6399,43395.1992,28.9464,45.0222,-7.5656,636.178,-214.814,2449.1499,2549.3,0.9772,26312.9,-53948.9,26312.9,-53948.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,10,7,1,CA1413.00.07,10,10,0,0,2707.79,42893.3008,29.8769,47.5634,-8.2163,645.056,-213.946,2333.3201,2664.8401,0.9788,60563.9,19697.9,60563.9,19697.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,11,7,1,CA1413.00.07,11,11,0,0,2694.54,45051,27.5817,45.2137,-8.8493,597.62,-194.812,2319.6799,2678.77,0.9812,-11612.9,66149.9,-11612.9,66149.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,12,7,1,CA1413.00.07,12,12,0,0,2575.03,44098.8008,28.6641,46.0879,-7.046,620.075,-204.882,2425.2,2572.51,0.9745,-70265.9,-2498.9,-70265.9,-2498.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,13,7,1,CA1413.00.07,13,13,0,0,2590.3999,45561.6016,26.9107,43.5519,-9.5214,596.504,-197.801,2469.8999,2529.5701,0.9804,-7643.9,-73058.9,-7643.9,-73058.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,14,7,1,CA1413.00.07,14,14,0,0,2750.1699,44071.3008,29.6467,47.6,-5.1416,631.565,-208.25,2237.3401,2764.3601,0.9798,74234.9,-18521.9,74234.9,-18521.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,15,7,1,CA1413.00.07,15,15,0,0,2833.48,45652.8984,27.8654,47.3499,-8.8445,591.947,-188.242,2157.01,2851.3401,0.9809,29693.9,73646.9,29693.9,73646.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,16,7,1,CA1413.00.07,16,16,0,0,2732.3,46415.8984,27.8352,46.708,-6.0876,587.397,-187.649,2359.6799,2638.54,0.9802,-71147.9,41159.9,-71147.9,41159.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,17,7,1,CA1413.00.07,17,17,0,0,2614.99,45955,28.2705,45.86,-3.0787,605.047,-199.687,2463.98,2535.04,0.976,-52184.9,-66884.9,-52184.9,-66884.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,18,7,1,CA1413.00.07,18,18,0,0,2793.6499,46200.1016,28.1134,46.3817,-3.6936,596.816,-194.29,2247.7,2753.74,0.9814,60710.9,-62915.9,60710.9,-62915.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,19,7,1,CA1413.00.07,19,19,0,0,2970.28,45443.6016,28.5622,48.6223,-5.7225,604.63,-194.208,1797.64,3254.6101,0.9823,72764.9,52919.9,72764.9,52919.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,20,7,1,CA1413.00.07,20,20,0,0,2886.47,47436.8984,26.9984,46.5166,-5.2779,566.989,-179.08,2122.6399,2889.55,0.9836,-43364.9,81731.9,-43364.9,81731.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,21,7,1,CA1413.00.07,21,21,0,0,2756.3301,45740.1016,29.2192,49.0989,-1.9767,603.036,-192.072,2311.3701,2687.98,0.9798,-89228.9,-32486.9,-89228.9,-32486.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,22,7,1,CA1413.00.07,22,22,0,0,2876.48,46623.3984,27.0366,45.3302,-7.2268,585.534,-190.518,2882.9399,2150.4399,0.9796,20285.9,-95108.9,20285.9,-95108.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,23,7,1,CA1413.00.07,23,23,0,0,3039.1399,47173.5,26.9872,46.207,-3.2436,573.867,-185.049,1576.83,3500,0.9862,99224.9,6908.9,99224.9,6908.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,24,7,1,CA1413.00.07,24,24,0,0,3068.6001,47075.6016,27.497,47.9788,-1.7212,572.573,-181.36,1761.05,3297.21,0.9816,7055.9,101576.9,7055.9,101576.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,25,7,1,CA1413.00.07,25,25,0,0,2995.97,46537.6992,28.0225,48.578,-0.7326,580.733,-184.163,1889.58,3150.1001,0.9811,-101723.9,21608.8999,-101723.9,21608.8999,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,26,7,1,CA1413.00.07,26,26,0,0,2912.46,46710.3008,27.8545,47.2556,-4.5923,589.312,-189.281,2082.26,2932.23,0.983,-36308.9,-99665.8999,-36308.9,-99665.8999,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,27,7,1,CA1413.00.07,27,27,0,0,3070.6001,47998.3984,26.695,46.0654,-2.7515,564.791,-181.012,1576.4,3500,0.9852,95549.8999,-50861.9,95549.8999,-50861.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,28,7,1,CA1413.00.07,28,28,0,0,3229.8701,47542.8008,27.2999,48.0627,2.031,564.995,-179.628,1635.86,3437.1001,0.9757,64826.9,89228.9,64826.9,89228.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,29,7,1,CA1413.00.07,29,29,0,0,3073.04,48408.3984,30.7851,44.0437,-38.0637,792.812,-289.488,1741.22,3317.25,0.9843,-80702.9,78056.9,-80702.9,78056.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,30,7,1,CA1413.00.07,30,30,0,0,2876.47,47757.5,27.8513,48.2207,-2.3716,575.1,-180.532,2082.6799,2931.6699,0.9836,-90110.9,-70412.8999,-90110.9,-70412.8999,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,31,7,1,CA1413.00.07,31,31,0,0,3063.55,47194.3008,28.1006,48.4963,-0.5469,584.036,-186.363,1573.58,3500,0.9823,58064.9,-100694.9,58064.9,-100694.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,32,7,1,CA1413.00.07,32,32,0,0,3200.1399,47731.1016,32.1482,44.5504,-36.3247,821.858,-304.364,1576.09,3500,0.9768,109514.9,44246.8999,109514.9,44246.8999,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,33,7,1,CA1413.00.07,33,33,0,0,3091.1699,50462.1016,26.1835,47.0671,2.0407,529.514,-162.654,1639.75,3427.49,0.9817,-29105.9,116423.9,-29105.9,116423.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,34,7,1,CA1413.00.07,34,34,0,0,2979.6799,48777.8984,27.6943,49.3122,1.4209,554.135,-169.148,1768.47,3283.8899,0.982,-121274.9,-12788.9,-121274.9,-12788.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,35,7,1,CA1413.00.07,35,35,0,0,2991.1599,48481,27.2607,46.7886,-0.5215,568.561,-181.605,1572.67,3497.23,0.984,-4262.9,-123626.9,-4262.9,-123626.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,36,7,1,CA1413.00.07,36,36,0,0,3019.9099,49126.5,31.5094,44.0021,-35.6223,802.171,-294.67,1570.51,3500,0.9857,123626.9,-21755.9,123626.9,-21755.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,37,7,1,CA1413.00.07,37,37,0,0,3076.3,49971.1016,27.6624,49.8246,4.8768,544.603,-164.793,1576.3101,3493.8701,0.9787,39395.9,121127.9,39395.9,121127.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,38,7,1,CA1413.00.07,38,38,0,0,2957.6899,50753.8008,30.4786,43.2998,-30.7445,763.01,-277.107,1660.25,3401.3401,0.983,-115982.9,56594.9,-115982.9,56594.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,39,7,1,CA1413.00.07,39,39,0,0,2734.8401,49594.1992,31.8196,41.897,-33.0316,805.479,-298.757,2209.3899,2792.03,0.9814,-73205.9,-108485.9,-73205.9,-108485.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,40,7,1,CA1413.00.07,40,40,0,0,2854.45,50353.3008,31.5967,42.9228,-32.4087,794.34,-292.232,1565.12,3500,0.9851,98489.9,-88640.9,98489.9,-88640.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,41,7,1,CA1413.00.07,41,41,0,0,2966.0601,51205.6992,31.5075,44.0944,-28.2016,774.62,-282.019,1566.16,3500,0.9811,102752.9,86288.9,102752.9,86288.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,42,7,1,CA1413.00.07,42,42,0,0,2785.5701,53074.5,29.9725,43.0676,-27.1166,733.416,-262.451,1836.74,3196.27,0.9818,-72029.9,115247.9,-72029.9,115247.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,43,7,1,CA1413.00.07,43,43,0,0,2597.8201,51083,32.1232,43.5674,-27.543,784.026,-286.224,2346.98,2650.95,0.9747,-125684.9,-55859.9,-125684.9,-55859.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,44,7,1,CA1413.00.07,44,44,0,0,2726.24,51835.1992,30.6112,41.0134,-28.7345,769.281,-283.624,2982.9399,2058.4399,0.9754,38366.9,-133769.9,38366.9,-133769.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,45,7,1,CA1413.00.07,45,45,0,0,2798.6699,52020.8984,32.2067,44.3196,-26.0972,778.967,-283.318,1813.4,3222.1899,0.9828,139355.9,19550.9,139355.9,19550.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,46,7,1,CA1413.00.07,46,46,0,0,2750.4399,54850.6992,29.6243,43.1353,-24.2674,721.422,-258.046,2603.6599,2403.25,0.9808,0,142295.9,0,142295.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,47,7,1,CA1413.00.07,47,47,0,0,2800.73,53506.6992,30.3107,44.5793,-26.2505,733.97,-260.992,1948.6899,3070.6499,0.9835,-142442.9,19991.9,-142442.9,19991.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,48,7,1,CA1413.00.07,48,48,0,0,2633.76,52374.1992,31.2436,42.5949,-26.0534,770.621,-282.856,2524.6499,2477.8799,0.9797,-40130.8999,-139796.9,-40130.8999,-139796.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,49,7,1,CA1413.00.07,49,49,0,0,2748.1001,53891.5,30.7797,44.5121,-24.8435,747.342,-268.953,2388.55,2610.1201,0.9836,134357.9,-59828.9,134357.9,-59828.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,1,8,1,CA1413.00.08,1,1,0,0,2467.97,47344.3984,29.8765,47.9398,8.7409,603.232,-196.888,2490.26,2508.8899,0.9541,0,0,0,0,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,2,8,1,CA1413.00.08,2,2,0,0,2525.8401,47858.1992,26.6331,43.3457,-3.4798,570.85,-186.63,2502.3899,2498.22,0.9784,2939.9,21020.9,2939.9,21020.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,3,8,1,CA1413.00.08,3,3,0,0,2448.76,45842.3984,28.6228,45.3636,0.1872,607.223,-201.941,2446.48,2551.46,0.9634,-28811.9,8231.9,-28811.9,8231.9,1,Pass
